fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2014-12-31,USD,881671000,3198356000,2316685000,2332294000,-186689000,603660000,464700000,1068360000,1126000,-100886000,None,100886000,1891000,1813000,63105000,231931000,-284636000,9404000,100886000,-294040000,-294062000,-183750000,48181000,-294040000,TSLA
2013-12-31,USD,456262000,217070000,1557234000,1565882000,-61283000,285569000,231976000,517545000,189000,-32934000,None,32934000,-3655000,22602000,17171000,106083000,-71426000,2588000,32934000,-74014000,-74014000,-38492000,67591000,-74014000,TSLA
2012-12-31,USD,30067000,413256000,383189000,388118000,-394283000,150372000,273978000,424350000,288000,-254000,None,254000,2096000,-1828000,None,28825000,-396077000,136000,254000,-396213000,-396210000,-395823000,-366998000,-396213000,TSLA
2011-12-31,USD,61595000,204242000,142647000,144475000,-251488000,104102000,208981000,313083000,255000,-43000,None,43000,2655000,-2646000,None,16919000,-253922000,489000,43000,-254411000,-254414000,-253879000,-236960000,-254411000,TSLA
2023-12-31,USD,2366311000,3055071000,688760000,688760000,-125678000,1423573000,1068416000,2743571000,None,105439000,None,105439000,3055071000,3799000,14100000,7400000,-16440000,19170000,None,-35610000,-25204000,-125678000,-118278000,-35610000,PINS
2022-12-31,USD,2123977000,2802574000,678597000,678597000,-101677000,1276674000,948980000,2250554000,30943000,15733000,30943000,15210000,2802574000,-14502000,21600000,24900000,-85944000,10103000,None,-96047000,-105285000,-101677000,-76777000,-96047000,PINS
2021-12-31,USD,2048707000,2578027000,529320000,529320000,326187000,942256000,780264000,1723820000,4204000,-5216000,4204000,9420000,2578027000,4204000,26200000,1300000,320971000,4533000,None,316438000,311777000,326187000,327487000,316438000,PINS
2020-12-31,USD,1243300000,1692658000,449358000,449358000,-142504000,779610000,606194000,1386804000,16119000,15484000,16119000,635000,1692658000,16119000,36000000,1000000,-127020000,1303000,None,-128323000,-126490000,-142504000,-141504000,-128323000,PINS
2019-12-31,USD,783858000,1142761000,358903000,358903000,-1388866000,965665000,1207059000,2174224000,30164000,28027000,30164000,2137000,1142761000,None,26300000,1500000,-1360839000,532000,None,-1361371000,-1359303000,-1388866000,-1387366000,-1361371000,PINS
2023-12-31,USD,34300000000,61860000000,27560000000,245000000,6979000000,19003000000,6775000000,27321000000,None,-1607000000,591000000,1607000000,-77000000,266000000,2109000000,2287000000,8678000000,1176000000,1607000000,7514000000,5481000000,10285000000,12572000000,7502000000,IBM
2022-12-31,USD,32687000000,60530000000,27842000000,385000000,6408000000,18609000000,6567000000,26279000000,None,-1216000000,162000000,1216000000,365000000,443000000,2407000000,2395000000,1013000000,-626000000,1216000000,1783000000,8134000000,2229000000,4624000000,1639000000,IBM
2021-12-31,USD,31486000000,57350000000,25865000000,300000000,4786000000,18745000000,6488000000,26700000000,None,-1155000000,52000000,1155000000,337000000,225000000,3888000000,2529000000,5867000000,124000000,1155000000,4712000000,10582000000,7022000000,9551000000,5743000000,IBM
2020-12-31,USD,30865000000,55179000000,24314000000,439000000,4609000000,20561000000,6262000000,30966000000,None,-1288000000,105000000,1288000000,-92000000,156000000,4227000000,2468000000,4230000000,-1360000000,1288000000,3932000000,4850000000,5518000000,7986000000,5590000000,IBM
2019-12-31,USD,31533000000,57714000000,26181000000,591000000,9004000000,18724000000,5910000000,27484000000,None,-1344000000,349000000,1344000000,None,968000000,4209000000,1850000000,9491000000,60000000,1344000000,7146000000,10324000000,10835000000,12685000000,9431000000,IBM
2018-12-31,USD,36936000000,79591000000,42655000000,42655000000,10838000000,19366000000,5379000000,26098000000,None,-723000000,264000000,723000000,None,-1152000000,3127000000,1353000000,11347000000,2619000000,723000000,8723000000,8252000000,12070000000,13423000000,8728000000,IBM
2017-12-31,USD,36943000000,79139000000,42196000000,41703000000,8813000000,19680000000,5590000000,27414000000,None,-615000000,144000000,615000000,None,216000000,3021000000,1520000000,11395000000,5642000000,615000000,5758000000,8559000000,12010000000,13530000000,5753000000,IBM
2016-12-31,USD,38516000000,79919000000,41403000000,40580000000,9715000000,20869000000,5726000000,28579000000,None,-630000000,108000000,630000000,None,-145000000,2837000000,1544000000,12321000000,449000000,630000000,11881000000,12081000000,12951000000,14495000000,11872000000,IBM
2015-12-31,USD,40684000000,81741000000,41057000000,40046000000,13333000000,20430000000,5247000000,27351000000,None,-468000000,None,468000000,-71000000,724000000,2662000000,1193000000,15771000000,2581000000,468000000,13364000000,11459000000,16239000000,17432000000,13190000000,IBM
2014-12-31,USD,46407000000,92793000000,46386000000,45346000000,16443000000,23180000000,5437000000,28429000000,None,-484000000,None,484000000,1535000000,1938000000,3145000000,1347000000,16250000000,4234000000,484000000,15751000000,5742000000,16734000000,18081000000,12016000000,IBM
2013-12-31,USD,48684000000,98367000000,49683000000,50136000000,17075000000,23451000000,5743000000,31832000000,None,-402000000,None,402000000,236000000,327000000,3327000000,1938000000,19839000000,3363000000,402000000,16483000000,37117000000,20241000000,22179000000,16476000000,IBM
2012-12-31,USD,50361000000,102874000000,52513000000,53122000000,16082000000,23463000000,5816000000,33946000000,None,-459000000,None,459000000,729000000,843000000,3392000000,1829000000,22134000000,5541000000,459000000,16604000000,29324000000,22593000000,24422000000,16593000000,IBM
2011-12-31,USD,50138000000,106916000000,56778000000,55713000000,16531000000,23594000000,6258000000,34229000000,None,-411000000,None,411000000,342000000,20000000,3589000000,1779000000,20997000000,5148000000,411000000,15855000000,17603000000,21408000000,23187000000,15849000000,IBM
2010-12-31,USD,46014000000,99870000000,53857000000,52757000000,14411000000,21837000000,6026000000,31166000000,None,-368000000,None,368000000,805000000,787000000,3657000000,1729000000,19714000000,4890000000,368000000,14833000000,29744000000,20082000000,21811000000,14824000000,IBM
2009-12-31,USD,43785000000,95758000000,51973000000,50752000000,15792000000,20952000000,5820000000,28395000000,None,-402000000,None,402000000,-219000000,351000000,3773000000,1221000000,18138000000,4713000000,402000000,13425000000,29865000000,18540000000,19761000000,13425000000,IBM
2023-12-31,USD,8904000000,58496000000,49592000000,24954000000,-27642000000,14771000000,10873000000,36324000000,1624000000,-2209000000,1624000000,2209000000,52890000000,835000000,None,4700000000,1004000000,-1115000000,2209000000,2172000000,2462000000,3213000000,7913000000,2119000000,PFE
2022-12-31,USD,47907000000,100330000000,52423000000,34344000000,16368000000,13677000000,12381000000,31539000000,251000000,-1238000000,1824000000,1238000000,126000000,-217000000,None,3600000000,34700000000,3328000000,1238000000,31401000000,28965000000,35938000000,39538000000,31372000000,PFE
2021-12-31,USD,34573000000,81288000000,45545000000,30821000000,3390000000,12703000000,13829000000,31183000000,36000000,-1291000000,560000000,1291000000,81368000000,4878000000,None,3700000000,23831000000,1852000000,1291000000,22414000000,21393000000,25122000000,28822000000,21979000000,PFE
2020-12-31,USD,18171000000,41651000000,22352000000,8484000000,-5395000000,11597000000,9405000000,23566000000,73000000,-1449000000,538000000,1449000000,41932000000,-1213000000,None,3400000000,9529000000,370000000,1449000000,6630000000,9639000000,10978000000,14378000000,9159000000,PFE
2019-12-31,USD,21948000000,50108000000,28160000000,8054000000,-5052000000,12726000000,8650000000,27000000000,226000000,-1574000000,-1000000,1573000000,51637000000,-3497000000,None,4500000000,16609000000,583000000,1712000000,10708000000,15908000000,18182000000,22682000000,16026000000,PFE
2018-12-31,USD,22784000000,52356000000,29572000000,8987000000,-3920000000,12612000000,8006000000,26704000000,333000000,-1316000000,333000000,1316000000,53672000000,-2077000000,None,4893000000,10887000000,-266000000,1319000000,3825000000,9198000000,12203000000,21412000000,11153000000,PFE
2017-12-31,USD,23926000000,50828000000,26902000000,11228000000,367000000,14804000000,7657000000,23507000000,391000000,-1270000000,391000000,1270000000,-947000000,-1416000000,None,4758000000,12259000000,-9049000000,2269000000,21306000000,23023000000,13529000000,20237000000,21308000000,PFE
2016-12-31,USD,22021000000,52231000000,30210000000,12322000000,-3732000000,14844000000,7872000000,25753000000,470000000,-1186000000,470000000,1186000000,-312000000,-3794000000,None,4056000000,8338000000,1123000000,1498000000,7198000000,5701000000,9524000000,19076000000,7215000000,PFE
2015-12-31,USD,17663000000,47768000000,30105000000,9648000000,-10484000000,14809000000,7690000000,28147000000,471000000,-1199000000,1597000000,1199000000,-806000000,-2860000000,None,3800000000,8950000000,1990000000,1199000000,6949000000,4755000000,10149000000,13949000000,6960000000,PFE
